Date,Close
2020-05-04 00:00:00-04:00,174.3000030517578
2020-05-05 00:00:00-04:00,169.58999633789062
2020-05-06 00:00:00-04:00,176.00999450683594
2020-05-07 00:00:00-04:00,174.92999267578125
2020-05-08 00:00:00-04:00,176.5
2020-05-11 00:00:00-04:00,190.6199951171875
2020-05-12 00:00:00-04:00,184.14999389648438
2020-05-13 00:00:00-04:00,188.19000244140625
2020-05-14 00:00:00-04:00,179.5399932861328
2020-05-15 00:00:00-04:00,184.22999572753906
2020-05-18 00:00:00-04:00,172.1999969482422
2020-05-19 00:00:00-04:00,175.66000366210938
2020-05-20 00:00:00-04:00,171.27000427246094
2020-05-21 00:00:00-04:00,174.99000549316406
2020-05-22 00:00:00-04:00,174.17999267578125
2020-05-26 00:00:00-04:00,164.47000122070312
2020-05-27 00:00:00-04:00,162.63999938964844
2020-05-28 00:00:00-04:00,166.89999389648438
2020-05-29 00:00:00-04:00,174.05999755859375
2020-06-01 00:00:00-04:00,173.6199951171875
2020-06-02 00:00:00-04:00,169.8699951171875
2020-06-03 00:00:00-04:00,164.58999633789062
2020-06-04 00:00:00-04:00,157.14999389648438
2020-06-05 00:00:00-04:00,161.64999389648438
2020-06-08 00:00:00-04:00,166.35000610351562
2020-06-09 00:00:00-04:00,168.8300018310547
2020-06-10 00:00:00-04:00,176.7100067138672
2020-06-11 00:00:00-04:00,173.72999572753906
2020-06-12 00:00:00-04:00,172.27000427246094
2020-06-15 00:00:00-04:00,188.27999877929688
2020-06-16 00:00:00-04:00,188.41000366210938
2020-06-17 00:00:00-04:00,192.05999755859375
2020-06-18 00:00:00-04:00,191.97999572753906
2020-06-19 00:00:00-04:00,201.52999877929688
2020-06-22 00:00:00-04:00,204.94000244140625
2020-06-23 00:00:00-04:00,198.0800018310547
2020-06-24 00:00:00-04:00,197.00999450683594
2020-06-25 00:00:00-04:00,201.6999969482422
2020-06-26 00:00:00-04:00,193.25999450683594
2020-06-29 00:00:00-04:00,187.35000610351562
2020-06-30 00:00:00-04:00,190.83999633789062
2020-07-01 00:00:00-04:00,198.85000610351562
2020-07-02 00:00:00-04:00,208.88999938964844
2020-07-06 00:00:00-04:00,218.0
2020-07-07 00:00:00-04:00,217.25999450683594
2020-07-08 00:00:00-04:00,224.52999877929688
2020-07-09 00:00:00-04:00,228.42999267578125
2020-07-10 00:00:00-04:00,228.97999572753906
2020-07-13 00:00:00-04:00,218.4499969482422
2020-07-14 00:00:00-04:00,209.22000122070312
2020-07-15 00:00:00-04:00,221.8300018310547
2020-07-16 00:00:00-04:00,218.55999755859375
2020-07-17 00:00:00-04:00,217.77000427246094
2020-07-20 00:00:00-04:00,227.27000427246094
2020-07-21 00:00:00-04:00,226.66000366210938
2020-07-22 00:00:00-04:00,223.97999572753906
2020-07-23 00:00:00-04:00,219.8800048828125
2020-07-24 00:00:00-04:00,212.85000610351562
2020-07-27 00:00:00-04:00,212.75
2020-07-28 00:00:00-04:00,212.67999267578125
2020-07-29 00:00:00-04:00,218.25
2020-07-30 00:00:00-04:00,237.07000732421875
2020-07-31 00:00:00-04:00,237.6300048828125
2020-08-03 00:00:00-04:00,237.13999938964844
2020-08-04 00:00:00-04:00,249.4199981689453
2020-08-05 00:00:00-04:00,202.00999450683594
2020-08-06 00:00:00-04:00,212.5
2020-08-07 00:00:00-04:00,193.72000122070312
2020-08-10 00:00:00-04:00,193.74000549316406
2020-08-11 00:00:00-04:00,183.75
2020-08-12 00:00:00-04:00,185.08999633789062
2020-08-13 00:00:00-04:00,192.0800018310547
2020-08-14 00:00:00-04:00,187.5
2020-08-17 00:00:00-04:00,205.02000427246094
2020-08-18 00:00:00-04:00,217.27999877929688
2020-08-19 00:00:00-04:00,216.50999450683594
2020-08-20 00:00:00-04:00,218.41000366210938
2020-08-21 00:00:00-04:00,223.41000366210938
2020-08-24 00:00:00-04:00,210.6300048828125
2020-08-25 00:00:00-04:00,212.00999450683594
2020-08-26 00:00:00-04:00,214.57000732421875
2020-08-27 00:00:00-04:00,215.77000427246094
2020-08-28 00:00:00-04:00,208.57000732421875
2020-08-31 00:00:00-04:00,215.69000244140625
2020-09-01 00:00:00-04:00,224.1999969482422
2020-09-02 00:00:00-04:00,223.14999389648438
2020-09-03 00:00:00-04:00,203.02000427246094
